timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
3 31 63 0.3952748848484231 0.00472511515157692
5 21 79 0.3985017616847882 0.0014982383152118417
5 22 105 0.392179229342516 0.007820770657484044
6 113 129 0.3888717548665906 0.011128245133409431
8 41 76 0.39716604800388794 0.002833951996112083
9 7 23 0.3929230949664914 0.007076905033508607
11 17 120 0.3938071630485468 0.006192836951453229
11 51 80 0.39433602116445277 0.0056639788355472565
11 65 81 0.3953279684331658 0.004672031566834212
14 57 82 0.39937591239129 6.240876087100222E-4
15 27 56 0.3902820088802594 0.009717991119740643
16 82 133 0.39937062666048423 6.29373339515793E-4
17 25 135 0.39641336045320935 0.003586639546790671
17 25 138 0.3963996210099765 0.003600378990023523
20 25 30 0.3972948352982721 0.0027051647017279357
21 58 60 0.3949722878518047 0.005027712148195307
23 99 108 0.39897422682588757 0.0010257731741124543
27 11 21 0.39145496554175535 0.008545034458244671
28 98 127 0.3981125283960628 0.0018874716039372075
29 51 92 0.3980412525571376 0.0019587474428623963
30 26 67 0.39993847924658354 6.152075341647745E-5
30 29 84 0.397697540581028 0.0023024594189720027
31 29 84 0.397697540581028 0.0023024594189720027
34 5 48 0.3975314334755277 0.0024685665244723043
35 5 48 0.3975314334755277 0.0024685665244723043
35 53 79 0.39397128950424826 0.006028710495751766
36 81 115 0.397894462187905 0.0021055378120950485
37 51 127 0.39457773646133704 0.005422263538662986
38 81 110 0.39265639282647113 0.007343607173528888
39 7 114 0.398402327803408 0.0015976721965920149
39 75 82 0.3945863412859839 0.005413658714016112
40 32 118 0.3914319100866399 0.00856808991336011
40 114 123 0.39641093765926716 0.0035890623407328626
43 1 64 0.39782115883148983 0.0021788411685101927
47 90 104 0.399967098361753 3.29016382470404E-5
47 122 123 0.3943462625423681 0.005653737457631924
51 65 115 0.39947474475286626 5.252552471337602E-4
63 21 72 0.3921896389999721 0.00781036100002791
64 21 72 0.3921896389999721 0.00781036100002791
66 1 47 0.3967443885905455 0.0032556114094545174
66 54 100 0.3903141327924241 0.009685867207575916
75 18 35 0.3975987919916871 0.0024012080083129494
76 18 35 0.3975987919916871 0.0024012080083129494
77 31 67 0.39760797640293866 0.0023920235970613657
78 29 65 0.3984138133784157 0.001586186621584329
97 55 134 0.39622084552401565 0.00377915447598437
110 18 100 0.39275638111909433 0.007243618880905689
